,animal_type,breed,color,age_upon_outcome,sex_upon_outcome,year,month,day,hour
12850,0,37,164,60,1,2015,7,10,979
12851,1,4,91,28,2,2014,4,21,1084
12852,0,139,24,120,1,2016,6,19,985
12853,1,4,52,90,1,2014,7,26,887
12854,1,4,30,1095,0,2017,1,8,984
12855,0,50,5,1460,0,2013,10,13,1038
12856,0,98,8,2190,0,2017,3,2,958
12857,1,4,3,28,4,2016,9,12,766
12858,0,10,22,365,0,2013,10,17,878
12859,1,4,7,60,1,2017,11,21,1030
12860,1,38,91,120,1,2016,7,9,945
12861,0,902,5,210,0,2015,6,26,1000
12862,0,93,2,2555,4,2015,11,9,758
12863,0,149,2,1095,1,2015,6,13,763
12864,0,588,24,60,0,2015,8,12,1101
12865,0,218,12,730,1,2015,8,17,894
12866,0,502,10,2920,4,2016,5,13,1045
12867,0,16,34,30,2,2013,12,4,1049
12868,2,33,12,365,3,2017,6,27,501
12869,2,7,6,730,3,2017,5,13,674
12870,0,903,1,1460,1,2016,7,23,941
12871,0,10,11,60,0,2017,1,6,656
12872,1,4,5,2190,1,2016,11,29,717
12873,1,4,5,60,4,2017,7,13,709
12874,0,17,18,60,2,2015,8,27,720
12875,0,2,5,730,0,2015,6,14,1127
12876,0,904,2,240,1,2015,1,1,687
12877,1,4,16,14,2,2017,6,26,859
12878,0,446,9,300,2,2016,4,22,969
12879,0,905,4,60,0,2014,1,9,1083
12880,2,7,6,365,3,2014,8,16,523
12881,1,4,45,21,4,2014,8,12,1108
12882,0,130,20,150,0,2017,7,29,829
12883,0,19,6,730,0,2014,6,17,1063
12884,0,5,19,365,0,2015,1,17,796
12885,1,38,69,120,0,2017,6,17,1154
12886,1,4,17,90,1,2016,10,16,1101
12887,0,2,5,60,4,2017,8,1,619
12888,0,271,45,365,0,2015,5,7,987
12889,0,93,14,365,1,2014,12,1,1077
12890,0,15,12,365,0,2014,10,1,1127
12891,0,2,12,365,0,2014,7,30,748
12892,1,4,88,120,4,2014,7,30,540
12893,0,42,0,270,1,2013,12,23,1109
12894,0,93,2,1825,1,2017,8,27,1055
12895,0,141,5,60,2,2016,6,3,922
12896,2,7,6,730,3,2015,7,15,491
12897,1,4,7,30,4,2016,6,26,0
12898,1,4,12,1460,0,2017,6,5,1175
12899,0,32,21,730,0,2015,6,15,1122
12900,0,688,8,30,1,2015,8,1,1102
12901,1,4,98,3,3,2016,4,13,1133
12902,0,57,4,730,0,2013,12,21,1039
12903,0,10,21,1460,2,2016,4,7,866
12904,1,4,3,60,0,2016,1,18,1082
12905,0,49,5,730,1,2017,11,13,1077
12906,1,4,17,90,1,2014,6,27,1013
12907,1,4,12,365,3,2017,8,25,927
12908,1,4,16,60,0,2014,6,3,833
12909,1,4,48,240,4,2014,10,21,540
12910,1,4,9,1,3,2015,5,12,905
12911,1,4,3,60,1,2015,7,18,914
12912,0,2,5,1825,4,2014,3,12,923
12913,2,224,5,90,3,2014,8,12,1091
12914,1,4,7,90,0,2015,10,14,893
12915,1,4,3,90,0,2014,1,5,979
12916,0,13,10,60,0,2013,10,4,776
12917,1,4,48,365,2,2017,7,28,782
12918,2,170,92,365,2,2017,3,7,623
12919,0,93,2,5110,2,2017,12,5,930
12920,2,152,86,210,3,2016,8,22,647
12921,0,10,18,730,2,2015,11,30,678
12922,1,379,12,730,1,2015,7,14,1136
12923,1,38,38,730,2,2014,6,3,480
12924,0,95,6,730,1,2017,2,9,894
12925,0,3,28,60,0,2014,10,13,983
12926,1,4,3,90,1,2017,8,3,1322
12927,0,188,35,365,0,2014,11,4,1032
12928,2,33,6,730,3,2016,10,26,666
12929,0,53,4,1825,4,2016,11,15,869
12930,1,4,7,30,2,2015,6,27,721
12931,0,732,2,270,1,2017,2,3,719
12932,2,29,4,730,3,2017,1,3,1148
12933,0,5,79,2555,1,2017,8,8,472
12934,0,906,56,365,4,2013,10,25,960
12935,0,803,10,1460,1,2015,2,20,686
12936,1,4,98,60,0,2015,12,16,688
12937,1,4,2,1460,0,2017,11,22,891
12938,1,38,173,60,0,2014,11,18,1100
12939,1,47,30,2555,0,2017,1,27,674
12940,3,907,5,1095,3,2017,11,22,651
12941,0,10,43,3650,0,2015,12,2,1097
12942,1,4,91,365,1,2014,8,7,959
12943,0,383,286,180,1,2015,11,15,1100
12944,0,578,112,300,1,2015,6,13,864
12945,2,33,47,28,3,2015,3,28,524
12946,1,4,30,60,0,2016,10,21,488
12947,0,2,6,240,1,2016,10,28,766
12948,1,4,7,365,2,2015,2,3,851
12949,1,4,48,150,0,2017,6,2,1100
12950,1,51,91,730,2,2015,7,8,1017
12951,2,152,6,150,3,2017,6,5,857
12952,0,10,22,365,1,2016,11,26,1143
12953,1,51,22,1460,1,2014,1,8,1088
12954,0,2,1,60,0,2015,8,8,1058
12955,1,4,12,120,0,2016,9,22,1105
12956,0,299,24,240,1,2017,8,28,774
12957,1,21,48,180,1,2016,1,21,670
12958,1,4,54,3,3,2016,4,19,1052
12959,1,4,7,60,2,2015,8,21,949
12960,0,5,4,730,0,2016,6,15,992
12961,1,4,156,28,2,2017,1,8,567
12962,0,2,12,730,0,2014,12,18,1116
12963,1,51,12,4745,1,2017,9,18,1026
12964,0,32,21,1460,0,2016,2,13,1146
12965,0,10,42,1825,2,2015,5,7,1034
12966,0,908,24,180,4,2015,11,18,870
12967,1,21,52,150,2,2016,9,2,540
12968,1,4,3,60,0,2015,9,26,1044
12969,0,2,5,28,2,2013,10,23,813
12970,0,24,12,1095,0,2018,1,19,819
12971,0,710,10,730,0,2016,8,18,729
12972,0,226,21,1460,4,2017,11,13,917
12973,0,10,5,1460,1,2013,10,20,678
12974,0,17,28,365,0,2015,1,28,1129
12975,1,38,38,60,1,2016,3,19,1048
12976,1,4,12,3285,0,2014,10,1,843
12977,1,47,17,365,4,2016,4,23,887
12978,1,4,7,120,0,2014,9,17,851
12979,1,51,207,1825,1,2017,10,29,730
12980,0,17,18,365,0,2017,4,12,758
12981,0,72,47,365,2,2017,6,7,889
12982,0,909,67,730,1,2014,1,30,1041
12983,1,4,5,120,2,2014,12,18,540
12984,0,93,14,730,0,2014,5,6,1049
12985,0,10,10,365,2,2015,3,6,768
12986,2,29,97,365,3,2014,2,27,1023
12987,1,4,16,60,0,2017,6,6,1146
12988,1,4,16,14,3,2016,5,23,1084
12989,0,10,9,365,2,2014,6,9,1112
12990,1,4,3,90,0,2015,8,26,1143
12991,0,50,0,365,1,2014,3,22,926
12992,1,4,91,730,1,2015,8,20,943
12993,0,59,34,210,1,2017,10,8,1062
12994,1,4,12,180,3,2015,10,30,540
12995,0,2,12,365,1,2014,2,15,752
12996,0,10,31,2190,1,2014,8,30,742
12997,0,240,6,1095,2,2017,10,17,795
12998,0,10,0,365,2,2017,10,23,885
12999,2,119,49,1095,2,2016,8,30,996
13000,0,208,14,2190,4,2014,8,5,969
13001,2,40,6,365,3,2015,3,13,588
13002,0,17,14,3650,4,2017,12,29,565
13003,1,4,3,60,0,2014,7,29,799
13004,1,4,5,1460,0,2016,1,8,0
13005,1,51,3,90,1,2014,12,27,943
13006,0,24,2,240,1,2016,7,23,1088
13007,0,3,10,1825,0,2015,3,16,1106
13008,0,43,5,90,2,2016,8,13,748
13009,0,41,5,365,2,2017,2,6,772
13010,2,33,6,365,3,2014,10,22,507
13011,1,4,3,14,2,2016,11,1,1163
13012,0,501,58,1460,1,2015,4,1,1099
13013,1,4,48,1095,1,2016,2,19,914
13014,1,4,7,60,0,2018,1,13,1003
13015,1,4,12,730,4,2015,10,1,540
13016,0,82,49,60,1,2015,6,20,1047
13017,0,508,79,1825,4,2016,4,11,858
13018,1,4,3,60,2,2016,7,2,857
13019,0,233,10,300,0,2016,11,13,989
13020,1,21,12,90,0,2016,11,10,786
13021,0,17,18,90,0,2015,1,6,1100
13022,0,17,6,730,2,2015,7,29,942
13023,1,4,5,30,2,2017,8,17,631
13024,0,462,8,365,2,2014,10,30,992
13025,0,910,47,2920,0,2015,12,12,1073
13026,2,7,12,365,3,2015,8,7,515
13027,1,4,3,14,4,2015,4,29,779
13028,0,132,51,2920,1,2015,1,9,801
13029,0,15,12,730,1,2017,5,9,1074
13030,0,263,188,365,0,2014,8,13,1126
13031,0,2,12,365,1,2014,12,22,1064
13032,1,4,24,730,0,2016,10,26,683
13033,0,95,18,730,1,2013,12,28,1134
13034,0,10,17,150,4,2016,10,14,627
13035,2,33,6,365,3,2017,6,1,475
13036,0,240,78,60,0,2017,4,15,918
13037,0,344,5,60,0,2016,9,1,1124
13038,0,5,47,7,4,2016,7,17,1005
13039,0,32,0,365,1,2017,8,20,874
13040,0,17,14,365,0,2016,4,2,829
13041,1,4,12,90,0,2013,10,10,842
13042,0,5,114,730,1,2015,7,14,805
13043,0,721,51,1095,0,2014,7,29,1089
13044,1,4,7,28,4,2017,12,1,944
13045,0,17,0,1095,0,2014,5,10,957
13046,0,470,11,365,0,2013,11,11,708
13047,0,911,39,365,1,2013,10,12,1000
13048,1,21,16,60,0,2014,7,4,1085
13049,0,10,24,5840,1,2015,11,5,809
13050,0,10,21,30,2,2015,8,11,879
13051,1,4,17,365,1,2016,3,17,1095
13052,1,4,156,1095,0,2014,7,12,1076
13053,0,10,28,730,4,2015,11,5,0
13054,1,38,177,365,0,2016,10,25,935
13055,0,13,2,300,0,2013,12,26,938
13056,2,119,123,1825,0,2015,1,18,746
13057,0,37,2,120,0,2014,7,7,1036
13058,0,2,6,2555,0,2017,7,16,949
13059,0,10,13,300,1,2015,3,1,727
13060,0,10,0,330,0,2015,6,1,1078
13061,0,3,81,1825,0,2015,2,4,1108
13062,0,602,5,365,0,2017,1,30,1358
13063,0,93,5,120,4,2014,9,2,820
13064,0,2,32,90,1,2014,9,5,1096
13065,0,5,47,730,0,2017,12,13,756
13066,1,4,12,7,3,2016,9,4,965
13067,1,4,52,1095,2,2017,8,11,820
13068,1,4,52,90,1,2015,10,6,756
13069,1,4,22,2555,4,2015,3,7,716
13070,0,60,9,365,0,2014,7,7,1092
13071,0,2,18,730,4,2013,12,22,841
13072,0,188,18,730,0,2017,4,5,707
13073,1,4,12,30,2,2015,10,6,907
13074,0,195,12,1460,3,2017,6,23,673
13075,0,2,5,60,0,2016,5,16,1040
13076,1,4,7,30,2,2014,5,30,523
13077,0,134,14,300,0,2013,12,24,933
13078,1,4,7,30,1,2017,6,2,1075
13079,1,912,278,365,0,2017,8,25,996
13080,0,17,9,6205,1,2017,7,10,870
13081,0,10,31,730,1,2014,2,19,1105
13082,0,2,5,365,0,2016,5,7,671
13083,0,17,11,1825,0,2016,3,19,701
13084,1,4,36,60,0,2014,9,24,1072
13085,2,553,51,180,3,2015,10,27,895
13086,0,17,89,120,0,2016,6,28,0
13087,0,35,9,1095,4,2014,9,2,947
13088,1,4,3,60,1,2015,6,5,871
13089,0,2,5,180,1,2017,12,6,988
13090,0,32,58,60,2,2017,7,19,0
13091,2,33,86,365,3,2016,8,29,911
13092,0,41,2,2555,0,2016,4,18,998
13093,0,166,14,730,0,2016,11,17,1110
13094,0,2,17,150,1,2017,6,2,1106
13095,0,149,294,2190,0,2017,4,7,904
13096,2,152,47,365,3,2017,2,13,544
13097,0,470,5,1825,2,2013,12,11,1037
13098,0,49,8,365,4,2015,10,7,714
13099,0,149,9,365,2,2017,2,23,788
13100,0,59,5,120,4,2015,7,21,891
13101,0,17,5,120,0,2017,2,12,1087
13102,1,21,22,90,4,2016,11,5,540
13103,0,2,299,365,1,2015,10,11,1129
13104,0,130,9,4380,0,2017,2,22,1023
13105,0,913,5,300,1,2013,12,26,1104
13106,0,5,89,365,0,2013,12,22,1102
13107,0,470,21,300,1,2014,6,1,856
13108,0,35,182,730,0,2013,11,24,714
13109,1,4,48,90,2,2015,12,16,997
13110,0,313,10,730,0,2015,2,11,999
13111,0,17,18,730,0,2016,2,19,1047
13112,0,10,0,730,0,2017,1,20,931
13113,1,4,15,365,1,2013,10,10,1050
13114,1,4,3,365,3,2017,9,28,1119
13115,1,4,17,90,0,2016,12,23,1087
13116,0,53,8,365,0,2014,11,9,972
13117,0,10,5,365,0,2016,11,29,1151
13118,0,2,5,60,0,2015,12,22,1104
13119,1,4,9,6,4,2015,1,2,849
13120,0,60,49,30,2,2014,11,20,1128
13121,1,4,300,180,0,2015,6,21,807
13122,0,325,5,1095,0,2014,8,27,1113
13123,0,35,2,1825,4,2016,1,2,1287
13124,1,4,17,365,2,2014,12,13,540
13125,1,44,16,1825,0,2015,11,25,751
13126,0,49,8,30,2,2013,10,30,1036
13127,1,4,3,60,0,2016,5,28,786
13128,0,10,58,1825,1,2016,7,25,756
13129,0,10,5,1825,0,2015,10,4,745
13130,0,41,14,730,0,2015,4,5,786
13131,0,17,58,730,0,2016,2,21,0
13132,0,17,24,365,4,2014,1,11,812
13133,0,10,5,365,0,2016,12,30,1139
13134,0,99,5,365,2,2018,1,25,847
13135,1,4,3,120,1,2014,4,23,673
13136,0,5,9,1460,1,2015,3,19,865
13137,0,149,5,365,1,2017,4,5,760
13138,1,4,5,270,1,2017,5,5,1100
13139,1,4,12,90,0,2015,11,11,827
13140,1,4,73,7,4,2017,6,28,872
13141,1,4,7,30,2,2014,5,16,527
13142,0,32,10,2555,4,2016,5,19,1086
13143,0,914,5,240,1,2013,10,2,1138
13144,1,4,48,120,1,2015,8,15,1126
13145,1,44,5,90,0,2016,12,27,1083
13146,0,60,9,365,4,2016,11,27,858
13147,1,4,12,3285,1,2014,1,25,682
13148,0,10,22,365,1,2014,9,11,1007
13149,2,335,6,365,3,2015,12,2,674
13150,1,4,7,60,4,2015,7,20,1064
13151,2,29,4,365,3,2017,2,8,1104
13152,0,163,17,1095,1,2015,2,25,696
13153,0,2,12,365,4,2015,10,25,900
13154,0,17,14,365,0,2015,8,16,1119
13155,1,4,17,28,4,2015,5,19,938
13156,1,4,301,240,1,2016,12,29,1039
13157,0,75,14,365,1,2016,7,11,1131
13158,0,412,10,365,1,2014,1,16,671
13159,1,4,57,14,3,2016,5,3,958
13160,0,915,8,60,1,2014,1,25,1063
13161,0,17,123,365,0,2015,9,10,1097
13162,1,916,128,3650,1,2015,12,11,880
13163,0,32,0,60,1,2017,8,24,1029
13164,0,5,12,90,1,2016,6,26,1029
13165,2,29,5,150,3,2014,6,1,1042
13166,0,17,18,330,0,2014,8,26,719
13167,0,163,9,1825,1,2014,5,29,983
13168,0,10,5,730,1,2014,1,27,977
13169,0,10,18,180,1,2016,9,11,518
13170,1,4,7,365,2,2014,11,26,540
13171,0,2,62,30,4,2017,8,18,848
13172,0,53,4,240,1,2017,4,21,931
13173,0,163,22,1460,2,2014,3,15,1026
13174,0,10,58,365,1,2017,12,21,1146
13175,1,4,5,730,1,2015,10,21,819
13176,1,4,16,60,0,2014,10,31,865
13177,0,10,22,730,1,2014,9,25,1183
13178,0,197,8,2920,0,2015,10,27,1020
13179,0,159,9,730,0,2015,11,23,1271
13180,0,10,0,365,0,2014,3,30,1041
13181,1,4,7,2190,0,2017,5,22,1093
13182,0,10,58,1095,1,2015,6,17,666
13183,1,4,31,3650,0,2014,6,19,613
13184,0,741,79,2920,0,2015,9,4,1113
13185,0,796,11,30,1,2016,1,20,1123
13186,0,10,0,365,0,2016,5,25,562
13187,0,446,0,3285,2,2017,11,29,577
13188,1,4,12,60,0,2017,12,12,580
13189,0,41,5,240,0,2016,5,31,1027
13190,0,10,172,1825,0,2018,1,27,1016
13191,0,446,43,2190,2,2014,3,3,1062
13192,0,89,18,4380,1,2014,3,27,807
13193,0,17,18,365,4,2014,6,6,973
13194,1,21,52,730,2,2017,10,12,1032
13195,0,205,32,150,1,2015,11,27,1028
13196,0,10,61,1460,0,2014,12,10,878
13197,0,89,138,365,0,2016,12,15,1121
13198,1,21,16,730,0,2015,11,19,1171
13199,3,315,22,730,3,2016,2,20,1036
13200,1,4,71,90,0,2017,9,23,776
13201,0,917,14,120,1,2013,12,28,1031
13202,0,918,104,365,1,2016,12,11,1065
13203,1,4,5,60,1,2016,9,5,870
13204,1,4,12,210,1,2015,1,31,785
13205,1,4,16,1,3,2016,7,23,778
13206,0,373,9,3650,0,2017,7,3,777
13207,0,10,22,730,1,2016,7,15,909
13208,0,41,5,730,4,2014,11,22,1078
13209,0,2,5,60,2,2015,6,29,714
13210,0,17,6,30,4,2014,5,25,905
13211,0,10,10,365,1,2014,11,12,701
13212,1,51,12,730,2,2014,11,29,540
13213,0,10,24,365,0,2016,7,29,959
13214,1,4,3,270,2,2014,7,19,787
13215,0,2,12,150,4,2015,7,10,747
13216,0,238,10,365,1,2015,9,28,715
13217,1,4,16,365,2,2014,5,21,480
13218,1,4,16,30,2,2016,6,12,806
13219,1,4,3,365,0,2015,3,19,1022
13220,1,4,16,6,4,2014,3,18,707
13221,1,21,3,60,0,2014,6,1,894
13222,1,4,12,60,4,2014,8,1,910
13223,0,584,2,1095,1,2014,5,14,999
13224,1,4,17,30,4,2015,12,14,1140
13225,1,4,30,210,1,2017,4,5,764
13226,0,919,22,3285,0,2017,10,23,744
13227,0,37,4,1460,0,2015,5,18,922
13228,0,82,6,1095,0,2016,9,20,1076
13229,1,4,3,90,1,2015,11,28,789
13230,0,17,5,365,0,2014,6,3,739
13231,0,10,58,60,1,2016,8,4,899
13232,0,17,18,730,1,2015,6,2,562
13233,1,296,48,60,0,2014,5,29,1023
13234,0,32,10,365,4,2017,5,9,1170
13235,0,10,5,365,4,2015,5,10,874
13236,1,4,15,210,2,2014,10,24,540
13237,0,793,41,30,4,2015,4,2,1046
13238,0,208,14,2555,1,2016,11,8,886
13239,1,4,91,60,1,2017,7,1,1150
13240,0,487,47,1460,1,2016,4,1,955
13241,1,4,12,365,1,2015,6,1,540
13242,0,3,6,1095,0,2017,7,8,1118
13243,2,29,97,365,3,2016,11,27,533
13244,0,42,58,365,0,2015,3,14,931
13245,0,42,28,4380,0,2017,10,13,866
13246,0,3,5,365,0,2016,12,10,1014
13247,2,33,4,365,3,2014,7,28,534
13248,0,90,22,1095,1,2015,8,13,780
13249,2,7,12,730,3,2017,5,4,1021
13250,0,105,8,4015,0,2014,5,21,1059
13251,1,21,5,4380,1,2015,9,13,945
13252,1,4,7,21,3,2016,8,18,779
13253,2,194,114,365,3,2014,7,20,915
13254,2,29,86,1095,3,2014,5,7,926
13255,0,10,22,730,1,2016,1,1,888
13256,0,10,22,2555,1,2015,5,5,999
13257,0,197,62,2920,0,2015,12,17,918
13258,0,179,8,30,3,2017,4,11,810
13259,0,2,2,60,2,2016,8,17,900
13260,0,10,10,730,0,2016,4,1,1140
13261,1,4,5,7,3,2015,6,8,987
13262,0,17,6,300,1,2015,2,9,819
13263,0,5,42,730,1,2014,9,13,1017
13264,0,10,46,730,4,2017,10,7,1140
13265,1,4,5,60,0,2014,9,16,1054
13266,1,4,16,1095,0,2016,9,15,812
13267,0,537,83,3285,1,2016,5,11,732
13268,1,4,12,730,3,2015,8,17,540
13269,0,233,6,730,1,2016,11,29,767
13270,1,21,48,180,2,2014,10,28,540
13271,0,190,14,1825,0,2013,10,30,913
13272,0,97,8,2555,1,2013,11,13,886
13273,0,17,55,365,1,2016,12,6,1035
13274,0,3,6,60,2,2016,1,25,0
13275,1,21,4,1825,1,2015,12,31,838
13276,1,4,12,14,2,2014,10,25,803
13277,1,4,54,3,3,2016,4,19,1052
13278,0,77,14,1095,4,2015,9,11,1094
13279,1,21,3,28,2,2014,10,30,946
13280,1,4,3,5,3,2017,5,12,1026
13281,0,57,14,4015,0,2015,3,6,1056
13282,0,920,6,60,0,2015,5,6,1020
13283,0,426,11,2190,0,2015,12,17,717
13284,1,4,12,28,4,2014,6,19,991
13285,1,4,99,120,0,2015,8,15,915
13286,1,4,3,6205,2,2015,8,17,1003
13287,0,112,92,5475,1,2015,3,24,896
13288,1,4,3,14,3,2015,4,21,1135
13289,1,4,3,730,3,2015,10,30,540
13290,1,4,229,90,2,2015,11,30,1136
13291,1,4,5,60,1,2014,11,24,1130
13292,1,4,5,60,4,2016,12,5,829
13293,1,4,15,1095,1,2014,12,22,1017
13294,1,4,7,730,1,2015,11,4,636
13295,1,4,48,1825,0,2016,1,11,1129
13296,0,17,10,2190,1,2017,9,7,705
13297,1,4,36,5475,0,2013,11,24,964
13298,0,77,14,365,4,2016,6,30,943
13299,0,2,5,365,0,2014,7,2,866
13300,2,29,6,180,3,2013,12,16,1120
13301,2,40,12,365,2,2016,8,5,1147
13302,1,4,3,730,3,2015,7,23,540
13303,0,501,14,150,2,2015,3,7,743
13304,0,2,112,365,4,2017,10,3,824
13305,1,4,103,730,0,2015,9,17,1150
13306,1,4,16,60,1,2015,11,8,786
13307,2,140,14,270,2,2014,12,12,663
13308,1,4,48,21,2,2014,12,29,0
13309,1,44,48,30,4,2015,7,6,634
13310,1,921,17,3650,1,2016,12,4,951
13311,1,4,12,150,0,2017,8,24,1109
13312,1,4,30,60,0,2016,9,10,1021
13313,0,10,10,1825,0,2014,1,20,928
13314,0,922,0,730,1,2014,10,19,1059
13315,1,4,73,60,0,2014,6,7,1018
13316,1,4,3,21,2,2016,5,6,756
13317,1,21,15,730,1,2016,5,31,1107
13318,1,4,16,3285,0,2014,10,15,902
13319,1,106,33,3285,0,2017,3,31,855
13320,0,923,14,150,0,2014,11,30,692
13321,1,21,16,60,0,2014,6,29,1043
13322,0,204,4,365,1,2017,11,2,1057
13323,0,139,5,270,1,2014,12,15,684
13324,1,4,17,30,4,2016,6,23,998
13325,1,4,12,21,4,2015,7,15,973
13326,2,152,97,365,3,2014,2,6,814
13327,1,4,22,60,2,2017,7,13,710
13328,0,5,6,60,2,2017,5,19,937
13329,1,4,12,28,2,2016,12,16,1010
13330,0,90,9,1460,0,2017,10,30,761
13331,1,21,5,1095,1,2016,12,10,540
13332,0,5,9,1095,0,2016,3,28,1013
13333,0,3,12,1095,1,2016,1,12,788
13334,1,21,15,2920,1,2016,7,9,1070
13335,2,194,6,365,3,2015,4,13,726
13336,0,692,302,730,0,2015,6,9,1002
13337,0,24,45,3650,1,2017,1,29,600
13338,0,2,5,120,0,2016,7,24,1092
13339,0,10,42,730,1,2014,4,8,1143
13340,1,4,3,60,0,2017,4,3,694
13341,1,4,36,90,4,2015,9,24,878
13342,0,41,2,14,4,2015,1,20,881
13343,0,37,49,210,0,2016,7,7,990
13344,2,7,6,365,3,2015,3,11,979
13345,0,2,5,1825,1,2016,2,25,1028
13346,1,21,17,7,2,2016,4,8,840
13347,0,2,18,270,0,2014,10,11,1124
13348,1,4,5,21,2,2015,7,15,973
13349,1,21,17,3650,1,2014,9,20,759
13350,0,913,12,2190,0,2015,4,1,956
13351,0,373,182,1095,0,2017,7,12,1293
13352,1,51,3,30,2,2017,8,14,602
13353,2,33,47,28,3,2013,11,18,578
13354,2,679,51,365,3,2017,9,5,522
13355,0,17,47,30,4,2016,1,3,1004
13356,1,21,5,60,0,2016,9,24,0
13357,1,4,12,14,2,2017,8,16,1117
13358,1,38,118,150,0,2016,1,11,846
13359,1,4,52,90,1,2016,8,22,540
13360,1,4,3,120,0,2013,12,28,1064
13361,0,10,6,730,2,2017,4,11,808
13362,0,10,22,1460,0,2016,6,7,1134
13363,1,4,12,28,2,2016,6,6,774
13364,0,17,11,270,4,2016,10,10,1070
13365,0,2,6,730,2,2016,8,18,779
13366,0,5,5,90,0,2016,6,3,1024
13367,0,42,197,90,4,2014,1,10,1125
13368,0,2,0,120,1,2017,4,13,1096
13369,1,4,48,90,0,2017,11,18,999
13370,0,90,42,730,0,2014,9,14,909
13371,0,17,28,240,4,2016,12,20,935
13372,0,2,12,60,0,2014,3,30,1020
13373,1,51,12,3650,1,2014,6,21,742
13374,0,924,47,2190,0,2015,11,28,665
13375,0,60,9,1095,0,2016,5,22,729
13376,1,4,12,4,3,2016,9,25,1062
13377,0,351,14,1095,0,2014,5,4,1078
13378,0,10,10,1460,2,2017,10,10,617
13379,0,9,9,365,2,2017,7,14,839
13380,0,10,45,730,0,2018,1,21,996
13381,1,4,30,60,0,2014,8,6,825
13382,0,925,4,730,1,2014,6,9,1138
13383,0,117,21,365,0,2014,12,4,1046
13384,0,134,19,90,4,2014,1,12,850
13385,0,17,18,1095,1,2015,6,19,1014
13386,0,69,4,28,2,2017,11,11,1102
13387,0,2,1,730,4,2016,10,26,1182
13388,0,17,6,2555,0,2017,9,2,1110
13389,0,926,58,30,1,2014,9,14,1095
13390,0,72,143,300,0,2013,11,15,894
13391,0,5,89,60,1,2014,8,12,1022
13392,0,16,87,150,0,2013,10,16,1099
13393,0,10,31,365,2,2015,2,8,1084
13394,0,5,8,365,1,2016,3,13,1078
13395,1,4,16,90,0,2016,7,25,540
13396,1,4,12,3285,4,2016,9,22,766
13397,0,154,55,60,1,2015,5,24,1084
13398,1,4,59,28,3,2015,6,11,899
13399,1,4,73,150,1,2015,9,26,1060
13400,1,4,12,1095,1,2016,11,19,929
13401,0,149,18,30,0,2017,2,26,1066
13402,0,351,0,365,0,2017,2,3,749
13403,0,185,9,1825,0,2015,9,13,0
13404,0,16,0,30,2,2017,12,9,681
13405,1,21,5,3650,3,2014,6,6,1132
13406,0,17,47,150,1,2016,9,8,943
13407,1,4,12,28,2,2014,4,27,745
13408,0,5,47,60,0,2015,10,31,723
13409,0,2,21,30,1,2017,6,25,1052
13410,0,2,12,2190,1,2016,4,27,706
13411,0,17,5,365,0,2017,11,21,1022
13412,2,553,59,180,3,2015,10,27,894
13413,0,2,19,730,0,2014,5,26,795
13414,0,10,5,1095,1,2016,2,8,673
13415,0,351,10,365,2,2016,1,18,1077
13416,0,77,24,3650,1,2014,8,23,958
13417,0,260,22,2190,1,2015,1,9,1098
13418,1,4,91,365,2,2017,9,8,1114
13419,1,4,2,120,1,2013,12,26,571
13420,2,583,5,365,2,2016,11,7,913
13421,1,21,12,90,0,2015,8,2,767
13422,0,5,6,60,1,2017,7,15,1044
13423,2,29,5,730,3,2016,5,26,653
13424,0,159,9,365,1,2016,3,28,1132
13425,0,24,51,730,0,2014,11,7,1104
13426,0,240,8,210,2,2015,10,18,993
13427,0,927,8,1095,0,2014,6,8,1069
13428,0,10,5,1095,1,2016,12,24,789
13429,1,4,3,60,1,2014,12,2,872
13430,0,41,92,2190,0,2015,3,7,1026
13431,1,4,36,90,0,2015,8,28,775
13432,0,17,24,1825,0,2015,10,20,1028
13433,0,443,0,730,0,2017,5,14,1030
13434,0,2,5,3285,0,2017,5,1,1150
13435,0,2,1,90,1,2016,3,5,1015
13436,0,37,24,3650,0,2016,11,14,1000
13437,0,928,28,2920,0,2014,6,22,1128
13438,0,112,10,730,4,2017,3,7,768
13439,1,4,15,21,2,2015,9,10,695
13440,0,112,303,730,1,2015,4,6,998
13441,1,4,31,365,1,2015,4,8,793
13442,0,577,5,30,4,2013,12,19,1006
13443,0,59,32,365,0,2017,3,19,1027
13444,1,4,59,60,0,2015,10,16,1028
13445,0,99,28,730,0,2017,1,14,914
13446,1,21,2,28,3,2017,10,6,763
13447,0,3,8,60,2,2016,6,30,827
13448,0,171,21,730,1,2014,8,23,1115
13449,0,59,28,1095,1,2017,6,9,927
13450,0,10,11,4015,1,2017,10,23,968
13451,0,347,10,2555,2,2017,5,24,1123
13452,1,4,16,1825,0,2015,11,29,843
13453,0,5,8,730,1,2014,9,10,1073
13454,1,4,66,60,0,2016,6,24,1024
13455,1,4,3,210,0,2015,12,31,908
13456,0,3,79,365,0,2018,1,27,824
13457,0,241,11,730,4,2014,11,15,1024
13458,0,2,9,7,3,2015,12,3,973
13459,0,60,9,270,1,2015,10,31,706
13460,0,77,10,4015,0,2017,6,17,733
13461,0,10,6,730,2,2017,5,30,1118
13462,0,929,77,2555,1,2013,11,9,698
13463,0,17,4,2555,0,2017,1,28,958
13464,2,7,145,730,3,2016,3,11,610
13465,1,4,7,730,0,2014,6,24,997
