animal_id,outcome_type
A709597,Adoption
A563010,Return to Owner
A692854,Adoption
A675365,Adoption
A734643,Transfer
A664223,Return to Owner
A735357,Adoption
A694931,Return to Owner
A719864,Return to Owner
A754600,Adoption
A718921,Transfer
A708415,Transfer
A744889,Adoption
A692252,Transfer
A650311,Return to Owner
A693465,Adoption
A691694,Euthanasia
A724492,Adoption
A727528,Adoption
A701658,Transfer
A712035,Adoption
A674281,Adoption
A715075,Transfer
A738302,Adoption
A329257,Return to Owner
A677269,Transfer
A705851,Transfer
A743366,Return to Owner
A671601,Adoption
A726965,Transfer
A597678,Return to Owner
A707768,Adoption
A716336,Adoption
A718799,Adoption
A670453,Adoption
A747354,Adoption
A713541,Return to Owner
A719154,Adoption
A696438,Adoption
A583692,Return to Owner
A718830,Adoption
A689487,Adoption
A686024,Disposal
A759590,Return to Owner
A738133,Transfer
A613850,Adoption
A750920,Transfer
A689209,Adoption
A668523,Adoption
A719409,Adoption
A695221,Adoption
A727771,Adoption
A747790,Adoption
A683165,Adoption
A708477,Adoption
A718028,Adoption
A677908,Adoption
A704169,Adoption
A739609,Adoption
A666628,Adoption
A727332,Adoption
A712582,Adoption
A680194,Transfer
A747478,Transfer
A737660,Transfer
A677075,Adoption
A743872,Adoption
A705210,Euthanasia
A689970,Adoption
A743111,Return to Owner
A668298,Adoption
A682375,Adoption
A744564,Adoption
A757583,Transfer
A759948,Transfer
A682366,Return to Owner
A671746,Adoption
A718426,Adoption
A715771,Adoption
A742794,Transfer
A713124,Adoption
A660156,Return to Owner
A664683,Transfer
A735496,Adoption
A703583,Adoption
A625324,Return to Owner
A759855,Adoption
A723142,Transfer
A718703,Transfer
A677881,Adoption
A751804,Adoption
A753650,Adoption
A729360,Adoption
A729964,Adoption
A756092,Transfer
A725724,Transfer
A749171,Transfer
A735389,Euthanasia
A710779,Adoption
A749502,Transfer
A733564,Transfer
A692090,Adoption
A709706,Adoption
A694409,Adoption
A680259,Adoption
A680300,Adoption
A691571,Transfer
A681013,Transfer
A727873,Adoption
A699197,Return to Owner
A670544,Adoption
A744416,Adoption
A679622,Transfer
A686197,Adoption
A671718,Euthanasia
A713882,Adoption
A683889,Adoption
A618752,Return to Owner
A763053,Return to Owner
A732554,Adoption
A743814,Adoption
A710602,Return to Owner
A722917,Adoption
A664733,Transfer
A726531,Adoption
A734073,Transfer
A689193,Transfer
A671732,Adoption
A710306,Adoption
A665185,Adoption
A693399,Return to Owner
A732035,Return to Owner
A711622,Adoption
A672255,Transfer
A702237,Adoption
A665236,Transfer
A743687,Adoption
A725407,Adoption
A633402,Return to Owner
A738298,Transfer
A757995,Transfer
A748120,Adoption
A727558,Adoption
A754253,Adoption
A677317,Transfer
A685838,Transfer
A698511,Return to Owner
A568121,Adoption
A695048,Adoption
A700666,Euthanasia
A721238,Adoption
A684826,Transfer
A725679,Adoption
A707862,Transfer
A731866,Adoption
A725563,Transfer
A695996,Adoption
A714598,Adoption
A681983,Transfer
A703344,Transfer
A749851,Adoption
A711907,Return to Owner
A705774,Transfer
A713891,Transfer
A749291,Adoption
A695587,Adoption
A747569,Adoption
A721969,Adoption
A706245,Transfer
A758588,Adoption
A694659,Transfer
A710206,Transfer
A706261,Transfer
A764064,Adoption
A686011,Transfer
A386276,Adoption
A705847,Adoption
A688098,Return to Owner
A722438,Transfer
A699480,Euthanasia
A691720,Adoption
A680231,Return to Owner
A659769,Adoption
A749211,Adoption
A752264,Transfer
A761370,Euthanasia
A664068,Adoption
A727117,Adoption
A683016,Transfer
A757797,Transfer
A757300,Return to Owner
A671586,Adoption
A695734,Adoption
A755061,Adoption
A661036,Adoption
A738442,Adoption
A737036,Adoption
A717518,Adoption
A762207,Adoption
A706166,Euthanasia
A740324,Adoption
A751713,Transfer
A752447,Transfer
A724961,Adoption
A749938,Transfer
A704189,Transfer
A713018,Adoption
A747811,Adoption
A714842,Adoption
A666946,Return to Owner
A672402,Adoption
A752845,Adoption
A683662,Transfer
A723566,Return to Owner
A657228,Return to Owner
A685081,Return to Owner
A666565,Return to Owner
A681365,Adoption
A672505,Return to Owner
A681005,Transfer
A701008,Adoption
A732923,Euthanasia
A569821,Return to Owner
A652840,Adoption
A697422,Return to Owner
A711276,Adoption
A692592,Adoption
A690919,Transfer
A719052,Transfer
A676906,Adoption
A727596,Transfer
A725591,Transfer
A682841,Adoption
A672642,Euthanasia
A731273,Transfer
A683483,Return to Owner
A722015,Adoption
A666786,Adoption
A717546,Return to Owner
A703185,Adoption
A722941,Return to Owner
A743999,Adoption
A760250,Adoption
A676948,Transfer
A760372,Adoption
A759926,Adoption
A756168,Transfer
A732939,Adoption
A687585,Adoption
A742577,Adoption
A724601,Transfer
A718963,Euthanasia
A732148,Adoption
A678117,Transfer
A681248,Transfer
A755464,Adoption
A748868,Adoption
A710611,Adoption
A669541,Adoption
A619638,Adoption
A620743,Adoption
A760229,Transfer
A706258,Adoption
A745864,Adoption
A728141,Return to Owner
A720574,Adoption
A748761,Transfer
A697143,Adoption
A711958,Adoption
A739339,Transfer
A707415,Return to Owner
A765297,Adoption
A681404,Adoption
A698970,Adoption
A749001,Transfer
A752098,Adoption
A689279,Adoption
A713151,Transfer
A710186,Adoption
A741554,Adoption
A759207,Adoption
A646896,Adoption
A734572,Transfer
A750243,Transfer
A713889,Transfer
A754801,Adoption
A713293,Adoption
A672117,Adoption
A715520,Transfer
A712047,Adoption
A742548,Transfer
A764546,Return to Owner
A714243,Euthanasia
A699904,Transfer
A762123,Euthanasia
A693149,Transfer
A732513,Euthanasia
A732015,Adoption
A751017,Transfer
A724011,Transfer
A680659,Adoption
A731003,Transfer
A681277,Adoption
A710541,Adoption
A694569,Transfer
A747967,Transfer
A705631,Transfer
A672664,Transfer
A676621,Adoption
A729128,Transfer
A754737,Return to Owner
A706547,Adoption
A763724,Transfer
A601172,Transfer
A668773,Adoption
A727538,Adoption
A757825,Adoption
A664672,Adoption
A728392,Transfer
A728207,Adoption
A700773,Transfer
A712270,Transfer
A666604,Transfer
A697671,Transfer
A719668,Transfer
A681977,Adoption
A688026,Adoption
A762782,Adoption
A664133,Adoption
A740101,Transfer
A715070,Transfer
A740047,Transfer
A732495,Adoption
A731763,Transfer
A750699,Transfer
A672392,Transfer
A699486,Transfer
A668324,Return to Owner
A722113,Adoption
A680567,Return to Owner
A688038,Adoption
A723476,Transfer
A765077,Adoption
A687222,Transfer
A759205,Adoption
A717016,Adoption
A702726,Return to Owner
A697820,Return to Owner
A705372,Transfer
A667390,Adoption
A677474,Return to Owner
A718310,Adoption
A699788,Adoption
A727938,Adoption
A669786,Adoption
A716433,Adoption
A665926,Transfer
A698619,Transfer
A754362,Adoption
A680907,Adoption
A702941,Adoption
A672014,Transfer
A715669,Adoption
A746367,Euthanasia
A723215,Transfer
A704286,Return to Owner
A720081,Transfer
A756067,Adoption
A712926,Adoption
A704814,Euthanasia
A683353,Adoption
A706061,Adoption
A714875,Adoption
A757198,Transfer
A683140,Transfer
A615008,Return to Owner
A752923,Transfer
A741768,Transfer
A667114,Adoption
A762434,Adoption
A669641,Transfer
A754263,Adoption
A743495,Adoption
A695473,Adoption
A683384,Adoption
A683306,Adoption
A714070,Transfer
A697059,Adoption
A665923,Adoption
A760978,Adoption
A710856,Adoption
A750074,Transfer
A387083,Return to Owner
A739965,Adoption
A694781,Adoption
A602428,Return to Owner
A729218,Adoption
A728895,Adoption
A690178,Transfer
A680134,Transfer
A679225,Adoption
A694619,Adoption
A428783,Return to Owner
A702546,Adoption
A728637,Transfer
A711887,Transfer
A697791,Adoption
A728541,Adoption
A738198,Adoption
A673118,Return to Owner
A730338,Adoption
A753621,Return to Owner
A725265,Transfer
A726883,Return to Owner
A714590,Adoption
A671561,Adoption
A739004,Adoption
A691425,Adoption
A743140,Adoption
A741379,Adoption
A680257,Transfer
A718882,Adoption
A702120,Transfer
A690815,Adoption
A735241,Adoption
A717726,Euthanasia
A761263,Return to Owner
A664882,Adoption
A745603,Euthanasia
A706855,Adoption
A751998,Adoption
A703563,Adoption
A711250,Adoption
A668907,Adoption
A733685,Adoption
A697117,Adoption
A673785,Transfer
A764846,Adoption
A664105,Transfer
A733874,Adoption
A702322,Adoption
A689036,Return to Owner
A690193,Transfer
A694721,Return to Owner
A650031,Adoption
A625881,Return to Owner
A736083,Adoption
A702791,Transfer
A715928,Transfer
A699574,Adoption
A665953,Adoption
A679755,Adoption
A689215,Transfer
A757079,Adoption
A730594,Euthanasia
A702973,Transfer
A712678,Adoption
A747825,Transfer
A740548,Adoption
A688539,Transfer
A695191,Adoption
A724498,Adoption
A760547,Adoption
A733992,Transfer
A709442,Adoption
A750857,Adoption
A609633,Return to Owner
A677619,Adoption
A735235,Adoption
A761257,Transfer
A744075,Adoption
A719284,Adoption
A757740,Euthanasia
A661697,Adoption
A765124,Adoption
A704179,Adoption
A691716,Return to Owner
A675147,Return to Owner
A704029,Adoption
A685553,Adoption
A760562,Adoption
A742668,Transfer
A681152,Return to Owner
A735356,Adoption
A759837,Adoption
A548948,Return to Owner
A707957,Adoption
A678797,Adoption
A669235,Transfer
A729881,Transfer
A702557,Adoption
A755718,Adoption
A692545,Transfer
A735980,Transfer
A745137,Transfer
A721521,Return to Owner
A747955,Adoption
A721271,Adoption
A688871,Transfer
A679203,Transfer
A755472,Adoption
A708046,Transfer
A703345,Transfer
A737365,Adoption
A671073,Adoption
A752563,Adoption
A756738,Adoption
A737305,Adoption
A705843,Transfer
A734389,Adoption
A756322,Adoption
A682130,Transfer
A746889,Return to Owner
A715089,Transfer
A690811,Transfer
A678042,Return to Owner
A678453,Adoption
A738710,Adoption
A707063,Return to Owner
A692629,Return to Owner
A754368,Transfer
A681162,Transfer
A722551,Transfer
A673699,Adoption
A720686,Adoption
A677798,Transfer
A662146,Adoption
A667440,Euthanasia
A731970,Adoption
A756243,Adoption
A724323,Adoption
A695478,Transfer
A738988,Adoption
A693613,Transfer
A723960,Transfer
A664948,Return to Owner
A750480,Adoption
A678402,Transfer
A691606,Return to Owner
A703920,Transfer
A672614,Adoption
A686724,Adoption
A706614,Adoption
A693304,Transfer
A711474,Adoption
A701728,Return to Owner
A714354,Return to Owner
A703917,Adoption
A668441,Transfer
A664176,Transfer
A729318,Transfer
A684496,Adoption
A684863,Adoption
A754064,Euthanasia
A753275,Transfer
A678598,Adoption
A703094,Return to Owner
A644987,Adoption
A685916,Adoption
A705650,Transfer
A714932,Euthanasia
A733943,Transfer
A685301,Euthanasia
A746319,Adoption
A758418,Adoption
A690263,Euthanasia
A735510,Adoption
A674922,Adoption
A731014,Return to Owner
A694655,Adoption
A730236,Adoption
A692377,Transfer
A700417,Adoption
A733080,Adoption
A717114,Adoption
A703639,Adoption
A708665,Transfer
A714285,Adoption
A697444,Euthanasia
A718564,Return to Owner
A724325,Adoption
A702384,Return to Owner
A694764,Transfer
A688792,Euthanasia
A670146,Transfer
A707264,Return to Owner
A679290,Adoption
A724808,Transfer
A713137,Adoption
A673526,Euthanasia
A724349,Euthanasia
A667924,Adoption
A683907,Transfer
A742364,Adoption
A718238,Adoption
A738493,Transfer
A730847,Adoption
A709843,Transfer
A708722,Adoption
A745357,Adoption
A731918,Transfer
A705752,Transfer
A735985,Transfer
A755208,Adoption
A666763,Adoption
A757025,Transfer
A693001,Adoption
A753714,Adoption
A701132,Adoption
A765001,Transfer
A703712,Adoption
A699936,Adoption
A674233,Adoption
A721097,Adoption
A664510,Adoption
A759937,Adoption
A678133,Return to Owner
A716143,Adoption
A702860,Return to Owner
A696959,Transfer
A709485,Adoption
A727160,Adoption
A736113,Euthanasia
A717725,Adoption
A683207,Adoption
A694677,Transfer
A744333,Transfer
A753518,Adoption
A704241,Adoption
A682239,Adoption
A681514,Transfer
A683908,Transfer
A757156,Adoption
A747938,Transfer
A693593,Transfer
A754215,Adoption
A720544,Adoption
A755261,Transfer
A673432,Adoption
A713654,Transfer
A746563,Adoption
A711134,Adoption
A708849,Adoption
A709997,Transfer
A734551,Adoption
A754204,Adoption
A689791,Adoption
A761907,Return to Owner
A752296,Transfer
A675567,Adoption
A670474,Adoption
A704740,Adoption
A732333,Transfer
A697089,Return to Owner
A702948,Transfer
A724822,Adoption
A734098,Adoption
A762162,Return to Owner
A716488,Transfer
A674875,Transfer
A659017,Transfer
A733721,Transfer
A672741,Adoption
A722244,Adoption
A575920,Return to Owner
A712021,Transfer
A746077,Return to Owner
A701491,Transfer
A739015,Adoption
A693940,Adoption
A670881,Return to Owner
A333781,Return to Owner
A705743,Adoption
A711316,Adoption
A763258,Adoption
A693752,Transfer
A683081,Return to Owner
A708274,Return to Owner
A681781,Adoption
A729258,Transfer
A684821,Transfer
A747255,Adoption
A765549,Return to Owner
A681577,Adoption
A687664,Transfer
A707682,Adoption
A714348,Adoption
A764077,Adoption
A756629,Adoption
A702289,Transfer
A283735,Return to Owner
A757496,Adoption
A680807,Euthanasia
A669974,Adoption
A676272,Adoption
A702108,Adoption
A757748,Adoption
A682769,Return to Owner
A708840,Adoption
A700352,Transfer
A724140,Adoption
A760649,Euthanasia
A721629,Euthanasia
A715204,Transfer
A668745,Adoption
A761198,Transfer
A763618,Transfer
A682441,Adoption
A696424,Transfer
A708116,Adoption
A666468,Euthanasia
A724610,Adoption
A666607,Transfer
A745360,Euthanasia
A690774,Transfer
A680485,Adoption
A752238,Adoption
A714144,Transfer
A742165,Return to Owner
A687250,Euthanasia
A755783,Adoption
A758487,Euthanasia
A688049,Adoption
A675084,Euthanasia
A680031,Euthanasia
A664145,Adoption
A750578,Transfer
A706089,Transfer
A691356,Transfer
A558166,Return to Owner
A720384,Return to Owner
A670459,Adoption
A734827,Transfer
A679199,Adoption
A718257,Adoption
A688746,Transfer
A668500,Transfer
A753580,Adoption
A706952,Adoption
A728118,Adoption
A686085,Adoption
A678702,Adoption
A689532,Return to Owner
A699263,Transfer
A748499,Adoption
A753455,Adoption
A698177,Adoption
A686157,Adoption
A713421,Transfer
A681985,Transfer
A666197,Return to Owner
A728660,Transfer
A681533,Transfer
A686028,Euthanasia
A688102,Transfer
A765055,Transfer
A729497,Transfer
A717108,Return to Owner
A742088,Adoption
A672809,Adoption
A679647,Return to Owner
A729943,Transfer
A623147,Return to Owner
A676168,Adoption
A764576,Adoption
A713076,Adoption
A729211,Adoption
A753957,Transfer
A690047,Adoption
A759709,Adoption
A744321,Adoption
A695343,Adoption
A743707,Adoption
A749688,Adoption
A757638,Return to Owner
A726876,Adoption
A667599,Adoption
A718203,Adoption
A748579,Transfer
A742600,Adoption
A695158,Adoption
A701297,Transfer
A683700,Adoption
A741650,Adoption
A710905,Euthanasia
A732587,Adoption
A732956,Transfer
A757352,Transfer
A738252,Adoption
A744115,Return to Owner
A718784,Adoption
A742103,Adoption
A728129,Adoption
A673528,Return to Owner
A704522,Transfer
A713648,Adoption
A673335,Transfer
A704043,Transfer
A761250,Adoption
A678707,Adoption
A736230,Transfer
A704128,Transfer
A667002,Transfer
A758416,Adoption
A755142,Transfer
A666874,Adoption
A688627,Transfer
A741564,Euthanasia
A761458,Adoption
A715713,Transfer
A708486,Transfer
A765015,Transfer
A724096,Adoption
A706218,Transfer
A751540,Adoption
A727555,Transfer
A708509,Adoption
A681359,Transfer
A684002,Transfer
A695988,Adoption
A685427,Transfer
A732376,Transfer
A756016,Adoption
A724992,Euthanasia
A688968,Adoption
A759928,Adoption
A666087,Adoption
A718481,Adoption
A698066,Return to Owner
A672497,Adoption
A745167,Transfer
A688350,Adoption
A712068,Adoption
A735827,Adoption
A698374,Adoption
A669148,Transfer
A739892,Return to Owner
A673238,Transfer
A717361,Return to Owner
A703731,Adoption
A635821,Adoption
A689140,Adoption
A727102,Adoption
A734324,Adoption
A729673,Adoption
A743160,Adoption
A664794,Transfer
A746798,Euthanasia
A713749,Adoption
A677014,Transfer
A706410,Adoption
A732430,Adoption
A686956,Adoption
A680437,Transfer
A759594,Transfer
A755870,Transfer
A685018,Adoption
A678539,Adoption
A673515,Adoption
A724091,Transfer
A702193,Transfer
A735953,Return to Owner
A757066,Adoption
A689567,Transfer
A732135,Adoption
A664776,Transfer
A715246,Return to Owner
A706559,Adoption
A734043,Adoption
A691601,Adoption
A697163,Adoption
A689371,Transfer
A709606,Return to Owner
A732206,Adoption
A679233,Adoption
A757975,Return to Owner
A754421,Adoption
A729177,Adoption
A690249,Transfer
A681627,Transfer
A707506,Transfer
A706885,Adoption
A716342,Transfer
A662156,Adoption
A757189,Adoption
A733882,Adoption
A752948,Transfer
A714706,Transfer
A761472,Adoption
A737108,Transfer
A689141,Transfer
A704964,Transfer
A706996,Adoption
A747952,Adoption
A682540,Adoption
A726972,Adoption
A700072,Return to Owner
A719142,Adoption
A690753,Return to Owner
A562621,Return to Owner
A673273,Adoption
A749946,Adoption
A718170,Adoption
A669976,Return to Owner
A669922,Adoption
A741718,Adoption
A683164,Euthanasia
A756978,Adoption
A677259,Return to Owner
A727819,Transfer
A720494,Adoption
A620599,Adoption
A743673,Adoption
A682936,Transfer
A747015,Adoption
A713561,Adoption
A708464,Adoption
A752122,Return to Owner
A672324,Return to Owner
A729680,Adoption
A683823,Transfer
A676164,Return to Owner
A701418,Adoption
A737685,Adoption
A718506,Return to Owner
A681824,Transfer
A730951,Transfer
A710724,Adoption
A682892,Transfer
A736375,Transfer
A667941,Transfer
A668449,Adoption
A668809,Adoption
A696052,Transfer
A677775,Transfer
A719527,Return to Owner
A739599,Adoption
A450223,Return to Owner
A738117,Adoption
A718578,Adoption
A745628,Euthanasia
A760505,Adoption
A670250,Adoption
A751159,Adoption
A674423,Adoption
A710999,Transfer
A717450,Adoption
A763406,Transfer
A689596,Adoption
A753296,Adoption
A754475,Transfer
A677792,Transfer
A681243,Transfer
A709871,Transfer
A683851,Adoption
A727162,Adoption
A759541,Transfer
A687862,Return to Owner
A741716,Adoption
A732329,Adoption
A724404,Adoption
A760491,Euthanasia
A694330,Return to Owner
A724321,Return to Owner
A746967,Adoption
A738464,Transfer
A741977,Adoption
A669695,Transfer
A725474,Return to Owner
A689539,Adoption
A693336,Adoption
A709877,Adoption
A759861,Transfer
A730104,Adoption
A757630,Return to Owner
A695406,Transfer
A673620,Euthanasia
A674163,Adoption
A700339,Adoption
A663918,Transfer
A707656,Adoption
A701309,Adoption
A714052,Transfer
A756943,Return to Owner
A758415,Adoption
A663887,Return to Owner
A751600,Adoption
A724084,Adoption
A362707,Return to Owner
A695605,Return to Owner
A628417,Return to Owner
A727682,Euthanasia
A691643,Transfer
A702202,Transfer
A722947,Transfer
A760590,Adoption
A707855,Return to Owner
A710728,Adoption
A686039,Disposal
A755556,Return to Owner
A618757,Return to Owner
A699047,Transfer
A696527,Transfer
A441798,Adoption
A731088,Adoption
A707223,Adoption
A678529,Adoption
A745996,Adoption
A677146,Adoption
A690333,Transfer
A762125,Return to Owner
A689313,Transfer
A684903,Return to Owner
A717269,Transfer
A716146,Adoption
A665889,Adoption
A749196,Adoption
A699598,Transfer
A677678,Euthanasia
A669408,Adoption
A723333,Adoption
A745142,Transfer
A711748,Adoption
A674366,Euthanasia
A703683,Adoption
A682645,Adoption
A715537,Return to Owner
A711720,Adoption
A735315,Adoption
A708548,Adoption
A673778,Transfer
A667448,Adoption
A730066,Adoption
A690449,Transfer
A667113,Adoption
A714696,Transfer
A745072,Transfer
A729678,Adoption
A749994,Transfer
A731060,Transfer
A736970,Adoption
A745803,Return to Owner
A667095,Adoption
A722834,Euthanasia
A743593,Euthanasia
A716395,Return to Owner
A651567,Adoption
A734287,Transfer
A736763,Adoption
A700318,Return to Owner
A665838,Transfer
A669717,Adoption
A713085,Adoption
A667495,Return to Owner
A631188,Adoption
A712981,Transfer
A687798,Adoption
A706593,Adoption
A740382,Adoption
A668579,Adoption
A707655,Return to Owner
A683246,Transfer
A688347,Adoption
A699215,Transfer
A682177,Transfer
A715795,Adoption
A680628,Return to Owner
A690986,Euthanasia
A670621,Return to Owner
A693041,Euthanasia
A723636,Adoption
A685551,Return to Owner
A721945,Adoption
A703191,Adoption
A706065,Transfer
A679698,Adoption
A672244,Adoption
A726115,Adoption
A692905,Adoption
A712266,Euthanasia
A727220,Return to Owner
A714010,Transfer
A742703,Return to Owner
A721243,Adoption
A762536,Adoption
A702178,Adoption
A647113,Return to Owner
A659835,Adoption
A498100,Return to Owner
A720532,Adoption
A670635,Adoption
A728656,Adoption
A743403,Transfer
A753987,Transfer
A673329,Adoption
A702573,Adoption
A679928,Adoption
A734879,Transfer
A670690,Adoption
A688756,Adoption
A736570,Adoption
A710412,Transfer
A691084,Transfer
A687432,Adoption
A763617,Adoption
A721071,Adoption
A722273,Euthanasia
A675770,Return to Owner
A741489,Adoption
A757885,Adoption
A671528,Adoption
A729161,Adoption
A732789,Adoption
A740398,Adoption
A676327,Adoption
A696609,Adoption
A678811,Adoption
A702070,Transfer
A691490,Adoption
A667591,Adoption
A674702,Euthanasia
A689712,Return to Owner
A759990,Adoption
A682853,Adoption
A699244,Adoption
A755155,Adoption
A667048,Return to Owner
A687886,Transfer
A764143,Transfer
A721465,Transfer
A686036,Disposal
A675964,Return to Owner
A720764,Return to Owner
A670419,Transfer
A738082,Euthanasia
A751461,Adoption
A725415,Transfer
A677905,Adoption
A664004,Adoption
A760903,Adoption
A702399,Transfer
A751058,Adoption
A718360,Return to Owner
A711141,Transfer
A705731,Transfer
A763589,Adoption
A666972,Adoption
A661830,Transfer
A694743,Euthanasia
A682082,Transfer
A684738,Transfer
A681387,Return to Owner
A714966,Transfer
A680754,Adoption
A647098,Return to Owner
A668503,Transfer
A719217,Adoption
A749231,Return to Owner
A725397,Adoption
A717710,Adoption
A759954,Adoption
A721959,Adoption
A726793,Transfer
A717029,Adoption
A727457,Adoption
A721967,Adoption
A681991,Return to Owner
A738849,Return to Owner
A753218,Adoption
A715583,Return to Owner
A711675,Adoption
A749963,Euthanasia
A730458,Transfer
A740181,Return to Owner
A698214,Adoption
A682067,Transfer
A679300,Adoption
A737059,Adoption
A720559,Transfer
A730689,Transfer
A685690,Adoption
A687751,Adoption
A730293,Adoption
A753142,Adoption
A698931,Return to Owner
A707056,Adoption
A742561,Adoption
A682475,Transfer
A673387,Adoption
A685714,Euthanasia
A731601,Transfer
A682504,Return to Owner
A718776,Adoption
A706412,Euthanasia
A752013,Return to Owner
A762979,Adoption
A674897,Adoption
A733652,Adoption
A745304,Euthanasia
A674045,Euthanasia
A737720,Transfer
A755256,Transfer
A716959,Adoption
A730691,Transfer
A737722,Adoption
A675643,Adoption
A748241,Euthanasia
A674493,Euthanasia
A748035,Transfer
A714959,Adoption
A663796,Adoption
A706112,Adoption
A694984,Adoption
A740956,Adoption
A729821,Adoption
A712355,Transfer
A738552,Adoption
A726401,Adoption
A706077,Transfer
A720035,Return to Owner
A726164,Adoption
A692639,Adoption
A691203,Adoption
A684109,Transfer
A762754,Return to Owner
A706336,Return to Owner
A681550,Adoption
A729766,Return to Owner
A706355,Euthanasia
A758933,Adoption
A713016,Adoption
A740545,Adoption
A696898,Return to Owner
A763160,Adoption
A713980,Adoption
A666270,Adoption
A707968,Adoption
A692180,Adoption
A703909,Transfer
A726697,Adoption
A758047,Adoption
A737494,Return to Owner
A671494,Transfer
A734864,Transfer
A671912,Adoption
A728945,Adoption
A712855,Adoption
A692070,Transfer
A686937,Transfer
A689562,Adoption
A735543,Adoption
A751850,Transfer
A733424,Adoption
A713931,Adoption
A760609,Euthanasia
A745853,Adoption
A739047,Adoption
A730603,Adoption
A737759,Transfer
A641891,Adoption
A728218,Euthanasia
A712849,Adoption
A743953,Return to Owner
A700305,Return to Owner
A711900,Transfer
A726484,Return to Owner
A725030,Adoption
A668687,Transfer
A743233,Transfer
A707887,Adoption
A687521,Adoption
A730428,Adoption
A749897,Return to Owner
A732386,Adoption
A722096,Return to Owner
A705918,Euthanasia
A689731,Euthanasia
A729007,Adoption
A684567,Adoption
A667528,Euthanasia
A666924,Return to Owner
A707161,Adoption
A710337,Adoption
A686001,Adoption
A743898,Adoption
A750738,Adoption
A733525,Euthanasia
A742345,Adoption
A717928,Transfer
A752995,Adoption
A687733,Transfer
A721183,Transfer
A711847,Adoption
A727525,Adoption
A716595,Adoption
A693011,Transfer
A758916,Adoption
A729381,Adoption
A690661,Return to Owner
A709623,Transfer
A673436,Return to Owner
A674451,Adoption
A700654,Return to Owner
A694999,Adoption
A743271,Adoption
A722536,Adoption
A705798,Transfer
A703387,Adoption
A735404,Adoption
A660503,Adoption
A715158,Euthanasia
A709075,Transfer
A737982,Return to Owner
A745459,Adoption
A684161,Adoption
A741020,Transfer
A753684,Transfer
A698204,Adoption
A675228,Adoption
A678879,Adoption
A691382,Return to Owner
A731123,Adoption
A696065,Transfer
A739563,Adoption
A699906,Transfer
A682849,Adoption
A707545,Transfer
A685421,Adoption
A691080,Transfer
A758252,Adoption
A689317,Adoption
A685805,Transfer
A756912,Adoption
A700542,Adoption
A680036,Adoption
A724262,Adoption
A677266,Return to Owner
A728436,Transfer
A689938,Adoption
A725615,Adoption
A762455,Transfer
A752119,Transfer
A717057,Adoption
A678355,Transfer
A689980,Adoption
A632902,Return to Owner
A694894,Transfer
A744835,Adoption
A738210,Adoption
A752655,Adoption
A665784,Adoption
A755936,Transfer
A665651,Return to Owner
A683810,Adoption
A674458,Transfer
A691707,Adoption
A753192,Transfer
A713582,Transfer
A758677,Transfer
A701347,Adoption
A727998,Adoption
A662755,Adoption
A666964,Transfer
A675870,Transfer
A729323,Adoption
A740257,Transfer
A753143,Adoption
A700030,Euthanasia
A752958,Adoption
A701972,Adoption
A692548,Adoption
A712969,Adoption
A690162,Adoption
A672167,Transfer
A733773,Adoption
A732995,Euthanasia
A560146,Adoption
A753252,Adoption
A710215,Adoption
A675215,Adoption
A681016,Adoption
A749481,Transfer
A664598,Adoption
A675675,Adoption
A731203,Adoption
A707757,Return to Owner
A727179,Adoption
A677298,Adoption
A701133,Adoption
A676409,Adoption
A674371,Adoption
A747527,Adoption
A674704,Return to Owner
A665122,Transfer
A711395,Return to Owner
A721585,Adoption
A673936,Adoption
A677163,Return to Owner
A749414,Transfer
A715820,Transfer
A726151,Return to Owner
A483647,Return to Owner
A745639,Return to Owner
A684975,Euthanasia
A670386,Return to Owner
A729194,Adoption
A666624,Transfer
A685298,Adoption
A689695,Transfer
A719981,Adoption
A728397,Adoption
A673434,Adoption
A712697,Transfer
A761863,Adoption
A761367,Adoption
A753404,Adoption
A721616,Adoption
A698061,Adoption
A731188,Adoption
A759204,Transfer
A731915,Euthanasia
A696559,Adoption
A663228,Transfer
A729040,Return to Owner
A535071,Return to Owner
A743906,Adoption
A578318,Return to Owner
A753720,Transfer
A690407,Adoption
A749383,Transfer
A744783,Adoption
A763687,Adoption
A719767,Adoption
A707052,Adoption
A699681,Adoption
A682996,Adoption
A743587,Euthanasia
A695703,Adoption
A673805,Transfer
A710538,Adoption
A680538,Transfer
A696769,Return to Owner
A719601,Adoption
A702484,Adoption
A752599,Transfer
A702640,Adoption
A748947,Euthanasia
A694032,Adoption
A709136,Adoption
A762196,Adoption
A708130,Transfer
A701243,Return to Owner
A516577,Adoption
A702971,Adoption
A665091,Return to Owner
A736865,Adoption
A671085,Adoption
A735625,Adoption
A692259,Return to Owner
A687576,Euthanasia
A762396,Adoption
A726976,Adoption
A753433,Adoption
A694580,Adoption
A749832,Adoption
A591462,Return to Owner
A762025,Adoption
A679116,Adoption
A683240,Adoption
A727419,Euthanasia
A720436,Transfer
A742148,Adoption
A749080,Transfer
A697150,Transfer
A666313,Adoption
A715896,Return to Owner
A746717,Transfer
A734959,Adoption
A729892,Adoption
A713263,Transfer
A718393,Transfer
A699368,Transfer
A666072,Transfer
A712451,Adoption
A716274,Adoption
A720583,Transfer
A678895,Adoption
A682854,Return to Owner
A765455,Adoption
A758092,Adoption
