,animal_type,breed,color,age_upon_outcome,sex_upon_outcome,year,month,day,hour
6511,1,38.0,38.0,1095,1.0,2013,10,24,925
6512,1,21.0,3.0,60,0.0,2014,1,20,1099
6513,0,2.0,5.0,365,1.0,2015,10,3,987
6514,0,2.0,12.0,2190,0.0,2013,11,26,865
6515,1,4.0,5.0,1460,1.0,2016,9,20,526
6516,1,4.0,12.0,7,4.0,2015,10,4,903
6517,0,188.0,62.0,2190,1.0,2014,9,18,1174
6518,0,95.0,5.0,730,0.0,2015,7,2,1013
6519,0,57.0,5.0,30,0.0,2017,1,6,1045
6520,0,17.0,42.0,300,0.0,2013,12,21,956
6521,0,17.0,5.0,3650,2.0,2015,7,18,750
6522,1,4.0,5.0,28,4.0,2014,7,23,610
6523,0,515.0,5.0,1095,1.0,2014,11,23,776
6524,1,4.0,48.0,365,2.0,2015,3,28,790
6525,1,4.0,7.0,1095,1.0,2014,6,27,540
6526,1,4.0,7.0,90,1.0,2016,1,18,744
6527,0,13.0,43.0,1825,0.0,2014,9,26,894
6528,2,33.0,47.0,730,3.0,2014,10,29,505
6529,0,10.0,18.0,2190,1.0,2014,2,7,818
6530,2,33.0,12.0,365,4.0,2014,12,1,471
6531,1,4.0,3.0,90,1.0,2016,7,9,1130
6532,0,2.0,12.0,3650,1.0,2014,8,12,663
6533,1,4.0,11.0,2555,1.0,2016,3,9,798
6534,1,4.0,16.0,60,0.0,2015,7,2,500
6535,1,4.0,52.0,28,2.0,2015,6,29,835
6536,0,502.0,0.0,365,0.0,2014,5,25,681
6537,1,51.0,7.0,1460,0.0,2014,2,7,1146
6538,1,4.0,103.0,1460,1.0,2016,5,10,1061
6539,0,5.0,23.0,60,1.0,2014,12,2,1045
6540,2,33.0,47.0,28,3.0,2015,9,20,477
6541,0,41.0,5.0,4015,0.0,2016,5,20,724
6542,1,4.0,7.0,30,4.0,2015,10,16,1041
6543,0,17.0,6.0,730,4.0,2017,1,28,928
6544,0,159.0,2.0,365,0.0,2016,2,24,1028
6545,1,4.0,3.0,60,0.0,2018,1,9,985
6546,0,16.0,34.0,730,1.0,2015,5,15,1049
6547,0,10.0,24.0,1825,1.0,2014,5,27,724
6548,0,664.0,12.0,270,0.0,2014,5,17,954
6549,0,876.0,24.0,2555,0.0,2015,9,1,805
6550,1,4.0,15.0,180,1.0,2016,2,21,952
6551,0,99.0,89.0,150,1.0,2014,2,9,954
6552,1,21.0,3.0,60,0.0,2016,6,10,1103
6553,1,4.0,12.0,90,2.0,2017,4,13,925
6554,1,51.0,52.0,28,3.0,2017,7,14,875
6555,0,258.0,0.0,60,1.0,2014,2,26,1131
6556,1,4.0,22.0,1095,0.0,2015,5,15,1116
6557,1,4.0,12.0,90,0.0,2014,7,17,1042
6558,0,16.0,8.0,240,4.0,2016,9,18,0
6559,0,163.0,22.0,730,1.0,2014,1,18,1124
6560,1,4.0,99.0,60,0.0,2014,9,27,1028
6561,1,44.0,12.0,240,0.0,2016,10,20,932
6562,1,4.0,48.0,7,3.0,2015,8,22,942
6563,1,4.0,12.0,21,3.0,2014,10,30,637
6564,1,4.0,12.0,60,1.0,2014,10,5,1023
6565,1,21.0,5.0,2920,0.0,2017,12,21,800
6566,0,17.0,12.0,60,1.0,2016,2,26,1103
6567,2,7.0,6.0,365,3.0,2016,3,14,623
6568,0,2.0,5.0,3650,0.0,2014,4,1,677
6569,0,43.0,2.0,60,1.0,2017,1,26,686
6570,0,,5.0,365,1.0,2017,9,13,1089
6571,1,4.0,9.0,1095,0.0,2014,1,27,985
6572,0,87.0,1.0,365,1.0,2016,6,19,1096
6573,3,479.0,12.0,365,3.0,2016,8,13,745
6574,0,17.0,18.0,730,0.0,2016,12,19,1080
6575,0,1667.0,58.0,730,0.0,2014,4,15,763
6576,0,187.0,12.0,730,1.0,2015,2,10,1108
6577,1,4.0,12.0,2190,1.0,2014,5,26,1084
6578,1,4.0,17.0,7,3.0,2015,5,8,1143
6579,0,75.0,58.0,150,1.0,2014,11,9,1057
6580,0,41.0,5.0,365,1.0,2013,12,19,786
6581,0,17.0,18.0,1095,4.0,2014,3,17,561
6582,0,5.0,185.0,730,0.0,2014,10,18,703
6583,0,159.0,9.0,210,1.0,2017,11,17,987
6584,0,1132.0,5.0,365,1.0,2014,7,17,1120
6585,0,443.0,6.0,210,1.0,2015,5,10,1032
6586,0,2.0,5.0,730,1.0,2017,8,17,779
6587,0,10.0,21.0,2920,0.0,2017,4,18,960
6588,1,296.0,7.0,60,2.0,2014,9,14,1037
6589,2,119.0,10.0,60,3.0,2017,12,26,742
6590,0,482.0,10.0,30,4.0,2016,3,1,788
6591,2,7.0,6.0,365,3.0,2014,8,16,519
6592,0,3.0,28.0,3650,1.0,2014,4,7,912
6593,0,85.0,5.0,365,0.0,2016,2,22,664
6594,1,4.0,7.0,21,2.0,2014,1,8,642
6595,2,7.0,6.0,365,3.0,2016,11,9,1027
6596,0,179.0,8.0,365,0.0,2017,9,14,1108
6597,1,4.0,16.0,3650,0.0,2016,5,1,840
6598,0,17.0,32.0,30,0.0,2014,5,12,1056
6599,1,4.0,91.0,180,1.0,2013,10,10,1138
6600,1,4.0,12.0,150,0.0,2017,11,7,1108
6601,1,4.0,5.0,60,4.0,2015,5,25,831
6602,1,4.0,12.0,60,0.0,2017,6,17,1118
6603,0,3.0,18.0,2920,1.0,2015,12,29,813
6604,0,17.0,18.0,90,2.0,2015,9,3,741
6605,0,10.0,24.0,90,4.0,2015,6,24,914
6606,1,4.0,51.0,60,0.0,2017,12,15,986
6607,1,296.0,30.0,60,1.0,2013,11,14,1119
6608,1,21.0,91.0,365,2.0,2013,10,1,1078
6609,1,4.0,7.0,5110,0.0,2015,1,26,972
6610,1,4.0,15.0,14,2.0,2014,6,24,853
6611,0,16.0,24.0,120,2.0,2014,7,30,1063
6612,0,10.0,22.0,365,4.0,2014,6,16,1120
6613,1,4.0,5.0,30,4.0,2015,11,11,739
6614,0,233.0,2.0,730,0.0,2014,8,4,887
6615,0,733.0,149.0,1460,0.0,2015,2,13,873
6616,1,4.0,16.0,730,3.0,2013,12,6,1048
6617,0,17.0,93.0,365,0.0,2016,1,20,642
6618,0,149.0,0.0,5840,1.0,2017,5,12,1079
6619,1,4.0,52.0,150,1.0,2016,9,8,888
6620,0,93.0,5.0,730,1.0,2015,12,15,747
6621,0,2.0,18.0,365,0.0,2017,10,10,810
6622,0,10.0,13.0,1095,1.0,2016,5,23,979
6623,1,4.0,9.0,21,4.0,2016,5,14,1056
6624,1,4.0,9.0,730,1.0,2015,12,19,1119
6625,1,4.0,5.0,60,2.0,2016,7,10,1042
6626,1,4.0,5.0,1825,1.0,2016,4,9,773
6627,0,183.0,14.0,3650,1.0,2014,7,26,750
6628,0,32.0,21.0,2555,0.0,2017,4,8,799
6629,1,4.0,52.0,365,1.0,2017,8,5,1072
6630,0,217.0,14.0,2190,1.0,2015,11,20,686
6631,1,4.0,22.0,240,0.0,2015,9,20,1113
6632,2,152.0,97.0,365,3.0,2017,5,22,484
6633,1,4.0,3.0,7,3.0,2016,7,5,706
6634,0,5.0,9.0,365,4.0,2016,12,31,864
6635,0,248.0,32.0,1095,0.0,2015,3,14,1078
6636,1,4.0,3.0,730,1.0,2014,7,29,858
6637,0,721.0,87.0,365,0.0,2014,5,24,1029
6638,1,4.0,2.0,90,1.0,2016,12,21,944
6639,1,4.0,3.0,730,4.0,2016,2,22,960
6640,1,4.0,9.0,60,2.0,2016,8,23,574
6641,0,37.0,11.0,365,0.0,2014,8,20,1145
6642,1,4.0,7.0,60,1.0,2014,9,13,1032
6643,0,32.0,6.0,2190,1.0,2016,7,11,1030
6644,0,2.0,5.0,120,1.0,2017,7,7,1029
6645,0,487.0,62.0,1095,4.0,2015,3,20,684
6646,1,4.0,91.0,365,1.0,2015,7,19,1115
6647,0,10.0,31.0,1095,1.0,2017,5,8,928
6648,1,4.0,3.0,7,3.0,2014,6,28,813
6649,1,4.0,7.0,150,0.0,2014,3,2,1003
6650,2,7.0,6.0,150,3.0,2014,8,12,490
6651,1,4.0,3.0,90,1.0,2016,7,25,540
6652,0,10.0,22.0,730,4.0,2014,6,30,1073
6653,0,10.0,61.0,730,0.0,2016,1,20,1108
6654,2,152.0,86.0,1095,2.0,2015,6,28,975
6655,0,60.0,9.0,730,4.0,2017,6,16,1163
6656,0,2.0,0.0,365,0.0,2017,12,11,952
6657,0,382.0,5.0,1460,1.0,2014,3,20,988
6658,1,4.0,16.0,210,0.0,2016,9,4,1068
6659,2,7.0,6.0,365,3.0,2017,3,16,486
6660,2,29.0,89.0,365,3.0,2014,3,6,1019
6661,0,17.0,50.0,120,4.0,2016,11,5,1048
6662,1,4.0,12.0,21,4.0,2017,7,31,1103
6663,0,20.0,28.0,180,0.0,2015,12,7,1050
6664,1,4.0,48.0,30,4.0,2016,7,25,747
6665,0,53.0,12.0,120,0.0,2016,11,12,845
6666,0,41.0,5.0,730,1.0,2014,3,31,756
6667,2,152.0,6.0,150,3.0,2017,5,2,538
6668,2,33.0,47.0,28,3.0,2014,3,14,543
6669,2,201.0,9.0,365,4.0,2017,4,29,796
6670,0,17.0,18.0,120,1.0,2015,11,3,1005
6671,1,4.0,30.0,60,0.0,2013,10,19,1051
6672,1,4.0,15.0,60,1.0,2015,7,5,1066
6673,0,733.0,28.0,1095,0.0,2015,2,16,1059
6674,0,216.0,,365,1.0,2016,12,27,941
6675,1,4.0,15.0,60,1.0,2016,7,1,1112
6676,1,4.0,16.0,2920,0.0,2015,9,27,872
6677,1,4.0,12.0,60,1.0,2016,12,22,809
6678,1,4.0,15.0,60,1.0,2016,5,21,916
6679,1,4.0,15.0,730,2.0,2015,6,30,925
6680,0,10.0,61.0,365,4.0,2016,2,2,858
6681,0,2.0,12.0,365,1.0,2016,5,7,939
6682,0,2.0,8.0,60,0.0,2014,12,17,1054
6683,1,4.0,31.0,60,1.0,2014,11,4,1056
6684,1,4.0,7.0,270,3.0,2014,7,20,540
6685,0,43.0,2.0,1095,2.0,2017,11,27,1090
6686,0,191.0,11.0,730,4.0,2015,6,30,767
6687,0,17.0,10.0,1825,1.0,2014,7,9,1087
6688,0,17.0,0.0,4380,1.0,2016,7,7,896
6689,2,33.0,32.0,210,3.0,2015,6,27,1041
6690,0,227.0,53.0,365,0.0,2017,9,29,859
6691,1,4.0,73.0,210,1.0,2015,11,7,1096
6692,1,4.0,17.0,90,1.0,2017,2,20,1037
6693,0,10.0,6.0,1825,2.0,2015,2,19,1064
6694,1,4.0,117.0,120,1.0,2017,12,9,1055
6695,1,4.0,12.0,60,1.0,2015,12,11,981
6696,0,10.0,55.0,330,0.0,2013,11,6,1002
6697,0,17.0,4.0,730,1.0,2015,8,7,1057
6698,0,911.0,5.0,240,0.0,2014,12,3,706
6699,1,4.0,12.0,28,4.0,2015,6,8,985
6700,0,344.0,2.0,730,0.0,2016,6,18,877
6701,1,4.0,5.0,60,1.0,2017,11,12,1057
6702,0,5.0,47.0,2190,1.0,2017,4,13,716
6703,0,159.0,9.0,150,2.0,2014,1,29,1120
6704,1,21.0,52.0,30,2.0,2016,9,23,1003
6705,1,51.0,17.0,5110,1.0,2014,2,7,1145
6706,1,4.0,3.0,1825,0.0,2016,7,13,851
6707,0,43.0,2.0,365,0.0,2015,10,13,764
6708,1,4.0,31.0,90,2.0,2014,11,14,585
6709,1,4.0,17.0,28,4.0,2014,8,29,1083
6710,1,4.0,7.0,60,0.0,2014,11,27,630
6711,1,21.0,36.0,60,1.0,2016,10,29,1142
6712,0,129.0,55.0,60,4.0,2017,6,14,668
6713,1,21.0,11.0,1460,0.0,2016,8,31,796
6714,1,4.0,5.0,60,1.0,2015,12,17,552
6715,2,33.0,12.0,365,3.0,2017,10,22,551
6716,0,45.0,4.0,365,0.0,2017,4,4,1046
6717,0,209.0,14.0,180,0.0,2016,11,27,666
6718,0,2.0,50.0,300,0.0,2016,7,17,577
6719,1,4.0,17.0,365,1.0,2016,11,5,540
6720,0,10.0,11.0,1095,1.0,2014,4,5,974
6721,2,7.0,12.0,730,3.0,2016,6,1,754
6722,0,2.0,5.0,60,0.0,2015,10,4,724
6723,0,112.0,5.0,2920,2.0,2017,2,24,702
6724,0,132.0,24.0,1825,2.0,2015,4,11,1019
6725,1,4.0,16.0,14,3.0,2015,9,13,999
6726,0,17.0,10.0,365,2.0,2016,5,29,1114
6727,1,4.0,15.0,60,1.0,2016,6,30,1050
6728,1,4.0,7.0,730,1.0,2013,12,9,843
6729,1,4.0,5.0,730,4.0,2017,2,7,540
6730,1,4.0,3.0,60,0.0,2015,7,22,1117
6731,0,17.0,19.0,210,1.0,2015,2,4,809
6732,1,4.0,5.0,90,1.0,2016,9,7,669
6733,0,59.0,18.0,365,4.0,2017,5,23,938
6734,1,4.0,5.0,60,4.0,2016,8,16,1055
6735,0,3.0,6.0,730,4.0,2016,3,26,900
6736,2,33.0,32.0,365,3.0,2015,6,23,601
6737,0,614.0,11.0,365,4.0,2014,10,14,498
6738,0,10.0,42.0,150,1.0,2016,6,16,791
6739,1,4.0,12.0,1095,0.0,2015,1,13,509
6740,2,29.0,97.0,365,3.0,2013,11,19,898
6741,0,41.0,2.0,2190,1.0,2013,11,12,1033
6742,1,4.0,191.0,90,1.0,2015,9,12,1038
6743,0,17.0,32.0,730,0.0,2015,9,2,1077
6744,0,39.0,5.0,330,0.0,2014,12,4,1044
6745,0,444.0,14.0,2190,0.0,2017,2,28,984
6746,1,4.0,12.0,365,0.0,2017,6,22,861
6747,2,29.0,97.0,180,3.0,2016,8,24,493
6748,0,60.0,20.0,730,0.0,2017,1,24,1053
6749,1,4.0,52.0,90,2.0,2015,12,22,829
6750,0,672.0,12.0,60,0.0,2017,7,3,1057
6751,1,4.0,52.0,21,4.0,2014,9,9,938
6752,0,17.0,18.0,1460,0.0,2016,3,6,0
6753,1,4.0,3.0,60,0.0,2015,11,7,1155
6754,0,9.0,9.0,1095,0.0,2017,1,10,848
6755,1,38.0,33.0,60,1.0,2015,12,5,1119
6756,0,2.0,32.0,4,2.0,2014,12,4,423
6757,1,4.0,16.0,180,0.0,2017,10,16,1086
6758,0,373.0,9.0,180,0.0,2016,8,8,778
6759,0,17.0,8.0,1825,4.0,2014,10,27,729
6760,2,290.0,6.0,365,4.0,2015,8,11,927
6761,0,57.0,32.0,1460,0.0,2014,2,25,761
6762,0,69.0,142.0,180,0.0,2014,6,2,1051
6763,0,17.0,199.0,1460,0.0,2015,5,4,817
6764,0,3.0,24.0,730,1.0,2016,12,13,735
6765,0,2.0,2.0,180,0.0,2017,2,17,1021
6766,0,23.0,12.0,3285,1.0,2016,6,10,1192
6767,1,4.0,73.0,30,4.0,2015,6,24,759
6768,1,4.0,30.0,60,0.0,2015,7,1,457
6769,1,4.0,15.0,3285,1.0,2016,9,26,850
6770,0,10.0,11.0,365,1.0,2014,3,23,866
6771,2,391.0,18.0,730,3.0,2015,11,12,820
6772,1,4.0,36.0,14,4.0,2015,8,15,998
6773,0,89.0,138.0,2555,0.0,2016,11,18,1070
6774,1,4.0,103.0,1095,0.0,2017,4,2,1051
6775,0,41.0,5.0,90,1.0,2014,7,24,1202
6776,0,32.0,21.0,365,0.0,2017,2,16,0
6777,1,4.0,22.0,120,2.0,2017,7,14,872
6778,0,2.0,79.0,30,1.0,2015,5,2,1228
6779,0,2.0,12.0,1095,0.0,2014,5,20,1142
6780,1,4.0,7.0,365,1.0,2014,5,19,1063
6781,0,187.0,12.0,3650,0.0,2014,11,6,841
6782,0,2.0,12.0,365,0.0,2016,8,29,1054
6783,0,528.0,164.0,240,2.0,2015,1,31,740
6784,0,5.0,12.0,240,0.0,2017,3,27,943
6785,1,4.0,48.0,7,4.0,2015,4,15,1097
6786,0,17.0,79.0,60,0.0,2014,7,7,1084
6787,1,4.0,12.0,30,4.0,2015,7,26,878
6788,1,4.0,52.0,2920,1.0,2014,8,7,769
6789,0,17.0,10.0,365,2.0,2014,11,2,856
6790,0,80.0,9.0,365,1.0,2017,9,18,749
6791,0,432.0,8.0,365,0.0,2014,10,9,877
6792,1,4.0,22.0,365,2.0,2014,8,13,540
6793,0,225.0,14.0,365,0.0,2017,9,11,1004
6794,0,59.0,18.0,365,1.0,2015,4,25,1129
6795,1,4.0,105.0,90,0.0,2014,8,21,1058
6796,0,2.0,9.0,730,1.0,2016,9,20,559
6797,0,,42.0,1460,1.0,2014,4,26,764
6798,1,38.0,69.0,730,4.0,2016,6,5,540
6799,1,4.0,16.0,270,0.0,2014,10,18,1095
6800,0,2.0,21.0,60,1.0,2016,5,5,808
6801,0,5.0,8.0,7,3.0,2017,11,26,587
6802,0,2.0,12.0,28,4.0,2017,6,20,911
6803,0,209.0,6.0,365,0.0,2015,12,7,1092
6804,0,2.0,23.0,60,2.0,2014,5,11,699
6805,1,21.0,,60,1.0,2014,11,10,1144
6806,0,111.0,227.0,1825,0.0,2015,7,7,1051
6807,0,10.0,21.0,14,4.0,2015,1,8,757
6808,0,17.0,0.0,60,1.0,2017,3,12,1139
6809,1,184.0,12.0,730,0.0,2016,11,19,1051
6810,1,21.0,12.0,2190,1.0,2017,7,12,913
6811,1,4.0,17.0,5475,1.0,2013,10,22,1113
6812,0,99.0,32.0,1460,2.0,2017,8,16,0
6813,1,4.0,5.0,4745,0.0,2014,5,18,711
6814,1,38.0,69.0,2920,0.0,2014,8,9,1136
6815,1,4.0,5.0,150,2.0,2014,3,14,862
6816,0,60.0,202.0,365,1.0,2014,11,12,1081
6817,0,49.0,6.0,730,2.0,2017,7,7,703
6818,1,4.0,52.0,21,2.0,2015,10,9,833
6819,0,10.0,9.0,7,4.0,2017,9,20,880
6820,0,3.0,12.0,365,0.0,2015,5,5,849
6821,0,2.0,58.0,60,1.0,2016,6,2,1077
6822,1,4.0,3.0,60,0.0,2013,10,27,686
6823,1,21.0,30.0,365,4.0,2013,11,11,924
6824,1,4.0,54.0,1,4.0,2014,4,1,1127
6825,0,88.0,,90,1.0,2016,6,21,1064
6826,1,4.0,12.0,21,2.0,2016,12,14,486
6827,0,10.0,22.0,730,0.0,2017,9,10,1132
6828,2,170.0,2.0,730,3.0,2015,4,6,978
6829,0,1133.0,5.0,365,0.0,2017,7,10,1071
6830,0,10.0,10.0,730,1.0,2015,5,22,1135
6831,0,10.0,43.0,365,1.0,2014,12,6,732
6832,0,,42.0,270,0.0,2015,11,5,846
6833,1,4.0,30.0,90,1.0,2014,11,28,908
6834,0,49.0,10.0,7,2.0,2014,2,14,904
6835,0,320.0,50.0,365,1.0,2016,11,20,885
6836,2,7.0,6.0,180,3.0,2016,8,16,479
6837,1,4.0,36.0,2555,0.0,2017,8,19,1026
6838,0,159.0,85.0,150,0.0,2017,7,7,993
6839,0,336.0,197.0,60,0.0,2015,8,24,1142
6840,0,131.0,21.0,730,0.0,2014,5,14,1032
6841,1,51.0,12.0,1825,1.0,2014,6,12,1151
6842,0,5.0,12.0,60,2.0,2017,5,19,937
6843,0,81.0,21.0,730,1.0,2014,2,15,918
6844,1,106.0,157.0,120,1.0,2014,7,26,871
6845,1,4.0,48.0,90,1.0,2016,8,24,1089
6846,0,3.0,8.0,2190,0.0,2015,7,21,1099
6847,0,3.0,6.0,365,0.0,2016,5,25,1041
6848,0,98.0,4.0,365,0.0,2014,5,6,833
6849,0,113.0,5.0,730,0.0,2015,4,26,1140
6850,0,746.0,12.0,365,1.0,2014,5,12,819
6851,0,24.0,45.0,730,0.0,2014,3,27,973
6852,0,130.0,8.0,60,0.0,2017,6,20,611
6853,0,2.0,112.0,1095,0.0,2014,3,22,744
6854,1,47.0,12.0,21,2.0,2013,10,14,714
6855,0,197.0,18.0,3285,2.0,2015,9,6,942
6856,1,4.0,12.0,365,1.0,2016,3,5,1038
6857,1,379.0,12.0,365,0.0,2014,3,5,709
6858,0,87.0,4.0,730,0.0,2014,4,25,702
6859,1,51.0,7.0,35,4.0,2017,5,18,933
6860,1,4.0,91.0,90,1.0,2015,11,17,0
6861,0,2.0,12.0,330,4.0,2016,5,17,729
6862,0,132.0,92.0,4745,0.0,2014,4,6,783
6863,0,10.0,21.0,365,4.0,2017,3,27,944
6864,0,392.0,47.0,2190,4.0,2014,8,16,615
6865,0,17.0,42.0,2190,1.0,2014,1,18,1052
6866,1,4.0,36.0,60,0.0,2016,6,20,775
6867,1,4.0,3.0,240,0.0,2013,11,8,845
6868,1,38.0,69.0,365,1.0,2015,1,18,1049
6869,1,4.0,73.0,14,4.0,2014,10,8,787
6870,1,4.0,3.0,730,1.0,2016,2,9,991
6871,1,38.0,38.0,60,0.0,2016,7,8,1029
6872,0,685.0,10.0,365,0.0,2014,3,31,1109
6873,0,132.0,24.0,7,2.0,2015,9,26,1152
6874,0,5.0,8.0,365,0.0,2017,11,18,798
6875,0,5.0,199.0,120,1.0,2017,11,6,920
6876,0,10.0,4.0,365,0.0,2017,7,16,689
6877,0,17.0,14.0,60,1.0,2016,5,7,1047
6878,1,21.0,3.0,60,1.0,2015,3,9,1030
6879,0,10.0,24.0,730,1.0,2016,8,25,1034
6880,1,4.0,5.0,120,2.0,2017,12,25,595
6881,2,170.0,51.0,730,3.0,2016,7,29,684
6882,0,,24.0,30,1.0,2015,2,8,1019
6883,4,,,1825,4.0,2013,10,3,659
6884,0,16.0,14.0,1095,4.0,2016,6,14,741
6885,0,121.0,10.0,2920,0.0,2017,8,24,780
6886,0,53.0,4.0,730,0.0,2017,3,2,1118
6887,0,5.0,47.0,2190,0.0,2015,3,24,897
6888,1,4.0,48.0,30,4.0,2017,7,14,1079
6889,0,10.0,21.0,60,0.0,2014,10,22,1080
6890,1,4.0,2.0,7,4.0,2017,5,14,901
6891,1,4.0,77.0,1825,1.0,2017,3,17,616
6892,1,4.0,3.0,3285,1.0,2017,12,16,696
6893,0,1132.0,10.0,365,1.0,2016,2,1,1117
6894,0,3.0,28.0,90,0.0,2015,7,11,1012
6895,1,4.0,3.0,60,1.0,2015,4,4,1085
6896,0,82.0,1.0,1095,0.0,2014,7,9,1098
6897,2,29.0,86.0,1095,3.0,2017,2,13,630
6898,0,114.0,19.0,365,0.0,2015,1,26,816
6899,0,429.0,5.0,90,2.0,2014,3,30,731
6900,1,4.0,31.0,60,1.0,2015,10,25,893
6901,1,4.0,48.0,30,2.0,2014,7,20,1126
6902,0,306.0,11.0,1460,1.0,2015,2,12,799
6903,0,37.0,10.0,365,1.0,2016,1,28,738
6904,1,38.0,69.0,2920,1.0,2015,6,25,1035
6905,1,4.0,12.0,14,2.0,2017,7,6,937
6906,1,4.0,30.0,60,1.0,2015,6,27,912
6907,2,367.0,32.0,365,3.0,2017,6,12,663
6908,1,4.0,12.0,60,0.0,2014,12,21,1149
6909,1,4.0,12.0,90,0.0,2015,10,21,814
6910,1,4.0,3.0,60,1.0,2017,11,24,736
6911,1,4.0,7.0,730,4.0,2015,7,24,540
6912,0,,0.0,3650,2.0,2015,5,1,758
6913,0,17.0,34.0,3285,0.0,2015,12,29,180
6914,1,4.0,52.0,90,1.0,2015,7,16,1063
6915,0,17.0,6.0,2920,1.0,2013,10,23,683
6916,1,4.0,12.0,3650,1.0,2016,10,19,614
6917,0,318.0,47.0,60,0.0,2014,1,22,1025
6918,0,17.0,0.0,365,1.0,2016,10,8,1060
6919,0,24.0,83.0,4380,0.0,2014,12,6,1022
6920,2,33.0,47.0,28,3.0,2014,9,6,1152
6921,0,17.0,49.0,120,1.0,2017,11,24,1024
6922,1,4.0,7.0,60,1.0,2016,7,9,991
6923,0,24.0,171.0,1825,0.0,2017,7,10,1066
6924,0,166.0,55.0,365,0.0,2015,8,26,913
6925,0,130.0,4.0,60,0.0,2017,5,24,1072
6926,0,128.0,5.0,1460,0.0,2015,2,14,833
6927,0,10.0,5.0,60,1.0,2017,11,21,973
6928,1,296.0,12.0,90,0.0,2014,7,1,556
6929,1,38.0,118.0,365,1.0,2014,7,22,788
6930,2,152.0,97.0,730,3.0,2016,5,22,714
6931,1,4.0,91.0,180,2.0,2016,2,11,902
6932,0,10.0,10.0,365,1.0,2017,1,29,1007
6933,1,4.0,15.0,30,2.0,2017,5,11,951
6934,1,4.0,73.0,365,3.0,2015,2,19,540
6935,0,1002.0,10.0,240,0.0,2013,11,3,1046
6936,0,602.0,8.0,1095,0.0,2015,11,12,692
6937,1,4.0,77.0,365,4.0,2017,4,8,540
6938,0,2.0,5.0,365,0.0,2017,5,28,684
6939,1,4.0,5.0,60,0.0,2016,7,9,1062
6940,0,446.0,58.0,1095,4.0,2015,10,5,939
6941,1,4.0,15.0,60,2.0,2015,12,30,853
6942,1,4.0,109.0,365,2.0,2015,3,27,540
6943,1,4.0,3.0,28,4.0,2013,10,30,914
6944,1,4.0,3.0,1095,0.0,2016,2,14,908
6945,0,32.0,14.0,365,1.0,2015,11,21,703
6946,1,4.0,103.0,270,4.0,2016,2,12,772
6947,1,4.0,5.0,60,0.0,2014,5,21,1035
6948,0,2.0,112.0,5475,1.0,2014,7,6,769
6949,0,1.0,10.0,180,0.0,2018,1,28,970
6950,0,17.0,0.0,1825,1.0,2017,9,16,561
6951,0,24.0,45.0,90,0.0,2015,10,1,1090
6952,1,4.0,96.0,30,2.0,2014,4,17,755
6953,1,38.0,69.0,90,0.0,2013,11,1,979
6954,0,,0.0,730,0.0,2017,4,20,737
6955,1,21.0,117.0,1460,1.0,2014,2,4,875
6956,0,2.0,5.0,90,3.0,2015,7,5,547
6957,1,4.0,3.0,270,1.0,2014,2,13,686
6958,0,82.0,14.0,120,1.0,2016,2,21,1072
6959,0,284.0,32.0,730,0.0,2014,7,28,1041
6960,1,4.0,59.0,7,3.0,2013,10,1,644
6961,0,187.0,12.0,365,0.0,2016,1,16,0
6962,0,149.0,45.0,1460,1.0,2017,11,2,670
6963,1,4.0,30.0,120,0.0,2017,12,29,877
6964,0,17.0,5.0,180,2.0,2015,3,25,958
6965,2,33.0,47.0,28,3.0,2015,5,10,653
6966,1,4.0,5.0,120,0.0,2016,8,5,994
6967,0,2.0,5.0,2555,1.0,2016,7,18,929
6968,0,10.0,21.0,730,1.0,2015,1,25,1049
6969,1,4.0,16.0,90,1.0,2014,7,9,558
6970,0,10.0,13.0,365,0.0,2015,4,18,861
6971,1,51.0,48.0,1825,1.0,2013,11,24,1045
6972,1,4.0,17.0,21,4.0,2015,6,23,746
6973,1,4.0,5.0,150,0.0,2015,8,19,1014
6974,1,4.0,91.0,21,2.0,2014,5,18,936
6975,0,90.0,11.0,2555,1.0,2015,3,2,1126
6976,1,4.0,3.0,2555,1.0,2014,11,9,833
6977,1,107.0,207.0,365,4.0,2017,12,13,1031
6978,0,24.0,8.0,365,1.0,2015,4,10,0
6979,0,110.0,9.0,1095,1.0,2015,2,16,1051
6980,1,4.0,64.0,4380,1.0,2014,10,12,890
6981,0,17.0,18.0,365,1.0,2017,6,10,1123
6982,0,1589.0,21.0,120,1.0,2013,11,5,862
6983,0,53.0,4.0,365,0.0,2017,1,29,1025
6984,0,2.0,5.0,3285,2.0,2016,4,14,729
6985,0,10.0,21.0,90,1.0,2016,4,24,1015
6986,0,17.0,12.0,3285,4.0,2017,8,24,781
6987,1,21.0,5.0,3650,0.0,2017,1,7,1069
6988,0,95.0,14.0,1095,0.0,2015,6,25,1091
6989,0,263.0,19.0,60,1.0,2015,2,16,1071
6990,2,7.0,6.0,730,3.0,2015,7,19,528
6991,0,1005.0,5.0,2920,2.0,2017,4,30,837
6992,0,10.0,10.0,365,1.0,2016,8,2,1057
6993,1,21.0,52.0,365,1.0,2015,8,17,1202
6994,0,10.0,58.0,240,0.0,2017,10,6,1164
6995,0,2.0,18.0,4015,2.0,2016,11,28,1186
6996,1,4.0,16.0,7,3.0,2017,6,1,995
6997,1,4.0,71.0,120,2.0,2014,7,14,540
6998,1,4.0,12.0,14,3.0,2016,11,23,962
